segment_id,track_id,geolocation_type,geolocation_id,sensor_id,snr_type,date_index,target_type
162,127,C,1,1,HighSNR,26,animal
163,127,C,1,1,HighSNR,26,animal
164,127,C,1,1,HighSNR,26,animal
165,131,C,1,1,HighSNR,26,animal
166,131,C,1,1,HighSNR,26,animal
167,131,C,1,1,HighSNR,26,animal
168,132,C,1,1,HighSNR,26,animal
169,132,C,1,1,HighSNR,26,animal
170,138,C,1,1,HighSNR,26,animal
171,138,C,1,1,HighSNR,26,animal
172,138,C,1,1,HighSNR,26,animal
173,138,C,1,1,HighSNR,26,animal
174,138,C,1,1,HighSNR,26,animal
175,150,C,1,1,HighSNR,26,animal
176,150,C,1,1,HighSNR,26,animal
177,150,C,1,1,HighSNR,26,animal
178,150,C,1,1,HighSNR,26,animal
179,152,C,1,1,HighSNR,26,animal
180,152,C,1,1,HighSNR,26,animal
181,152,C,1,1,HighSNR,26,animal
182,152,C,1,1,HighSNR,26,animal
183,152,C,1,1,HighSNR,26,animal
184,154,C,1,1,HighSNR,26,animal
185,155,C,1,1,HighSNR,26,animal
186,162,C,1,1,HighSNR,26,animal
187,162,C,1,1,HighSNR,26,animal
188,163,C,1,1,HighSNR,26,animal
189,163,C,1,1,HighSNR,26,animal
190,163,C,1,1,HighSNR,26,animal
191,183,C,1,1,HighSNR,24,animal
192,184,C,1,1,HighSNR,24,animal
193,186,C,1,1,HighSNR,24,animal
194,186,C,1,1,HighSNR,24,animal
195,186,C,1,1,HighSNR,24,animal
196,186,C,1,1,HighSNR,24,animal
197,186,C,1,1,HighSNR,24,animal
198,186,C,1,1,HighSNR,24,animal
199,188,C,1,1,HighSNR,24,animal
200,188,C,1,1,HighSNR,24,animal
201,188,C,1,1,HighSNR,24,animal
202,190,C,1,1,HighSNR,24,animal
203,190,C,1,1,HighSNR,24,animal
204,191,C,1,1,HighSNR,24,animal
205,191,C,1,1,HighSNR,24,animal
206,191,C,1,1,HighSNR,24,animal
207,191,C,1,1,HighSNR,24,animal
208,191,C,1,1,HighSNR,24,animal
209,194,C,1,1,HighSNR,24,animal
210,195,C,1,1,HighSNR,24,animal
211,195,C,1,1,HighSNR,24,animal
212,195,C,1,1,HighSNR,24,animal
213,196,C,1,1,HighSNR,24,animal
214,197,C,1,1,HighSNR,24,animal
215,198,C,1,1,HighSNR,24,animal
216,201,C,1,1,HighSNR,24,animal
217,201,C,1,1,HighSNR,24,animal
218,202,C,1,1,HighSNR,24,animal
219,202,C,1,1,HighSNR,24,animal
220,202,C,1,1,HighSNR,24,animal
221,202,C,1,1,HighSNR,24,animal
222,202,C,1,1,HighSNR,24,animal
223,202,C,1,1,HighSNR,24,animal
224,202,C,1,1,HighSNR,24,animal
225,202,C,1,1,HighSNR,24,animal
226,202,C,1,1,HighSNR,24,animal
227,202,C,1,1,HighSNR,24,animal
228,202,C,1,1,HighSNR,24,animal
229,203,C,1,1,HighSNR,24,animal
230,210,D,4,4,HighSNR,29,animal
231,210,D,4,4,HighSNR,29,animal
232,210,D,4,4,HighSNR,29,animal
233,215,D,4,4,HighSNR,29,animal
234,215,D,4,4,HighSNR,29,animal
235,215,D,4,4,HighSNR,29,animal
236,215,D,4,4,HighSNR,29,animal
237,224,D,4,4,HighSNR,30,animal
238,226,D,4,4,HighSNR,30,animal
239,226,D,4,4,HighSNR,30,animal
240,226,D,4,4,HighSNR,30,animal
241,226,D,4,4,HighSNR,30,animal
242,226,D,4,4,HighSNR,30,animal
243,226,D,4,4,HighSNR,30,animal
244,226,D,4,4,HighSNR,30,animal
245,226,D,4,4,HighSNR,30,animal
246,228,D,4,4,HighSNR,30,animal
247,228,D,4,4,HighSNR,30,animal
248,228,D,4,4,HighSNR,30,animal
249,228,D,4,4,HighSNR,30,animal
250,229,D,4,4,HighSNR,30,animal
251,229,D,4,4,HighSNR,30,animal
252,229,D,4,4,HighSNR,30,animal
253,231,D,4,4,HighSNR,30,animal
254,232,D,4,4,HighSNR,30,animal
255,235,D,4,4,HighSNR,30,animal
256,236,D,4,4,HighSNR,30,animal
257,236,D,4,4,HighSNR,30,animal
258,236,D,4,4,HighSNR,30,animal
259,236,D,4,4,HighSNR,30,animal
260,236,D,4,4,HighSNR,30,animal
261,236,D,4,4,HighSNR,30,animal
262,240,D,4,4,HighSNR,30,animal
263,240,D,4,4,HighSNR,30,animal
264,242,D,4,4,HighSNR,30,animal
265,242,D,4,4,HighSNR,30,animal
266,242,D,4,4,HighSNR,30,animal
267,244,D,4,4,HighSNR,30,animal
268,244,D,4,4,HighSNR,30,animal
269,246,D,4,4,HighSNR,30,animal
270,246,D,4,4,HighSNR,30,animal
271,246,D,4,4,HighSNR,30,animal
272,246,D,4,4,HighSNR,30,animal
273,247,D,4,4,HighSNR,30,animal
274,247,D,4,4,HighSNR,30,animal
275,247,D,4,4,HighSNR,30,animal
276,248,D,4,4,HighSNR,30,animal
277,248,D,4,4,HighSNR,30,animal
278,248,D,4,4,HighSNR,30,animal
279,251,D,4,4,HighSNR,30,animal
280,251,D,4,4,HighSNR,30,animal
281,251,D,4,4,HighSNR,30,animal
282,251,D,4,4,HighSNR,30,animal
283,251,D,4,4,HighSNR,30,animal
284,251,D,4,4,HighSNR,30,animal
285,251,D,4,4,HighSNR,30,animal
286,252,D,4,4,HighSNR,30,animal
287,252,D,4,4,HighSNR,30,animal
288,253,D,4,4,HighSNR,30,animal
289,253,D,4,4,HighSNR,30,animal
290,253,D,4,4,HighSNR,30,animal
291,254,D,4,4,HighSNR,30,animal
292,254,D,4,4,HighSNR,30,animal
293,254,D,4,4,HighSNR,30,animal
294,254,D,4,4,HighSNR,30,animal
295,255,D,4,4,HighSNR,30,animal
296,255,D,4,4,HighSNR,30,animal
297,255,D,4,4,HighSNR,30,animal
298,255,D,4,4,HighSNR,30,animal
299,255,D,4,4,HighSNR,30,animal
300,255,D,4,4,HighSNR,30,animal
301,257,D,4,4,HighSNR,30,animal
302,257,D,4,4,HighSNR,30,animal
303,258,D,4,4,HighSNR,30,animal
304,258,D,4,4,HighSNR,30,animal
305,264,D,4,4,HighSNR,31,animal
306,265,D,4,4,HighSNR,31,animal
307,265,D,4,4,HighSNR,31,animal
308,265,D,4,4,HighSNR,31,animal
309,265,D,4,4,HighSNR,31,animal
310,265,D,4,4,HighSNR,31,animal
311,265,D,4,4,HighSNR,31,animal
312,265,D,4,4,HighSNR,31,animal
313,265,D,4,4,HighSNR,31,animal
314,265,D,4,4,HighSNR,31,animal
315,266,D,4,4,HighSNR,31,animal
316,267,D,4,4,HighSNR,31,animal
317,267,D,4,4,HighSNR,31,animal
318,268,D,4,4,HighSNR,31,animal
319,268,D,4,4,HighSNR,31,animal
320,269,D,4,4,HighSNR,31,animal
321,270,D,4,4,HighSNR,31,animal
322,270,D,4,4,HighSNR,31,animal
323,270,D,4,4,HighSNR,31,animal
324,270,D,4,4,HighSNR,31,animal
325,270,D,4,4,HighSNR,31,animal
326,271,D,4,4,HighSNR,31,animal
327,271,D,4,4,HighSNR,31,animal
328,271,D,4,4,HighSNR,31,animal
329,271,D,4,4,HighSNR,31,animal
330,272,D,4,4,HighSNR,31,animal
331,275,D,4,4,HighSNR,31,animal
332,276,D,4,4,HighSNR,31,animal
333,294,D,4,4,HighSNR,31,animal
334,295,D,4,4,HighSNR,32,animal
335,295,D,4,4,HighSNR,32,animal
336,296,D,4,4,HighSNR,32,animal
337,297,D,4,4,HighSNR,32,animal
338,297,D,4,4,HighSNR,32,animal
339,299,D,4,4,HighSNR,32,animal
340,299,D,4,4,HighSNR,32,animal
341,299,D,4,4,HighSNR,32,animal
342,302,D,4,4,HighSNR,32,animal
343,302,D,4,4,HighSNR,32,animal
344,302,D,4,4,HighSNR,32,animal
345,302,D,4,4,HighSNR,32,animal
346,302,D,4,4,HighSNR,32,animal
347,302,D,4,4,HighSNR,32,animal
348,302,D,4,4,HighSNR,32,animal
349,302,D,4,4,HighSNR,32,animal
350,303,D,4,4,HighSNR,32,animal
351,303,D,4,4,HighSNR,32,animal
352,303,D,4,4,HighSNR,32,animal
353,304,D,4,4,HighSNR,32,animal
354,304,D,4,4,HighSNR,32,animal
355,304,D,4,4,HighSNR,32,animal
356,304,D,4,4,HighSNR,32,animal
357,304,D,4,4,HighSNR,32,animal
358,305,D,4,4,HighSNR,32,animal
359,306,D,4,4,HighSNR,32,animal
360,306,D,4,4,HighSNR,32,animal
361,306,D,4,4,HighSNR,32,animal
362,306,D,4,4,HighSNR,32,animal
363,306,D,4,4,HighSNR,32,animal
364,309,D,4,4,HighSNR,32,animal
365,311,D,4,4,HighSNR,32,animal
366,312,D,4,4,HighSNR,32,animal
367,313,D,4,4,HighSNR,32,animal
368,314,D,4,4,HighSNR,32,animal
369,314,D,4,4,HighSNR,32,animal
370,315,D,4,4,HighSNR,32,animal
371,316,D,4,4,HighSNR,32,animal
372,316,D,4,4,HighSNR,32,animal
373,316,D,4,4,HighSNR,32,animal
374,319,D,4,4,HighSNR,32,animal
375,321,D,4,4,HighSNR,32,animal
376,321,D,4,4,HighSNR,32,animal
377,330,D,4,4,HighSNR,32,animal
378,330,D,4,4,HighSNR,32,animal
379,330,D,4,4,HighSNR,32,animal
380,330,D,4,4,HighSNR,32,animal
381,330,D,4,4,HighSNR,32,animal
382,330,D,4,4,HighSNR,32,animal
383,330,D,4,4,HighSNR,32,animal
384,330,D,4,4,HighSNR,32,animal
385,330,D,4,4,HighSNR,32,animal
386,330,D,4,4,HighSNR,32,animal
387,330,D,4,4,HighSNR,32,animal
388,330,D,4,4,HighSNR,32,animal
389,332,D,4,4,HighSNR,32,animal
390,333,D,4,4,HighSNR,32,animal
391,334,D,4,4,HighSNR,32,animal
392,334,D,4,4,HighSNR,32,animal
393,337,D,4,4,HighSNR,32,animal
394,337,D,4,4,HighSNR,32,animal
395,337,D,4,4,HighSNR,32,animal
396,337,D,4,4,HighSNR,32,animal
397,337,D,4,4,HighSNR,32,animal
398,337,D,4,4,HighSNR,32,animal
399,337,D,4,4,HighSNR,32,animal
400,337,D,4,4,HighSNR,32,animal
401,337,D,4,4,HighSNR,32,animal
402,337,D,4,4,HighSNR,32,animal
403,337,D,4,4,HighSNR,32,animal
404,337,D,4,4,HighSNR,32,animal
405,337,D,4,4,HighSNR,32,animal
406,337,D,4,4,HighSNR,32,animal
407,338,D,4,4,HighSNR,32,animal
408,338,D,4,4,HighSNR,32,animal
409,338,D,4,4,HighSNR,32,animal
410,338,D,4,4,HighSNR,32,animal
411,338,D,4,4,HighSNR,32,animal
412,340,D,4,4,HighSNR,32,animal
413,340,D,4,4,HighSNR,32,animal
414,344,D,4,4,HighSNR,32,animal
415,344,D,4,4,HighSNR,32,animal
416,344,D,4,4,HighSNR,32,animal
417,345,D,4,4,HighSNR,32,animal
418,345,D,4,4,HighSNR,32,animal
419,345,D,4,4,HighSNR,32,animal
420,346,D,4,4,HighSNR,32,animal
421,349,A,2,2,HighSNR,5,animal
422,349,A,2,2,HighSNR,5,animal
423,349,A,2,2,HighSNR,5,animal
424,350,A,2,2,HighSNR,5,animal
425,350,A,2,2,HighSNR,5,animal
426,350,A,2,2,HighSNR,5,animal
427,350,A,2,2,HighSNR,5,animal
428,351,A,2,2,HighSNR,6,animal
429,351,A,2,2,HighSNR,6,animal
430,353,A,2,2,HighSNR,6,animal
431,353,A,2,2,HighSNR,6,animal
432,353,A,2,2,HighSNR,6,animal
433,353,A,2,2,HighSNR,6,animal
434,353,A,2,2,HighSNR,6,animal
435,353,A,2,2,HighSNR,6,animal
436,353,A,2,2,HighSNR,6,animal
437,354,A,2,2,HighSNR,6,animal
438,354,A,2,2,HighSNR,6,animal
439,354,A,2,2,HighSNR,6,animal
440,357,A,2,2,HighSNR,6,animal
441,357,A,2,2,HighSNR,6,animal
442,357,A,2,2,HighSNR,6,animal
443,357,A,2,2,HighSNR,6,animal
444,358,A,2,2,HighSNR,7,animal
445,358,A,2,2,HighSNR,7,animal
446,358,A,2,2,HighSNR,7,animal
447,358,A,2,2,HighSNR,7,animal
448,358,A,2,2,HighSNR,7,animal
449,358,A,2,2,HighSNR,7,animal
450,358,A,2,2,HighSNR,7,animal
451,358,A,2,2,HighSNR,7,animal
452,359,A,2,2,HighSNR,7,animal
453,359,A,2,2,HighSNR,7,animal
454,360,A,2,2,HighSNR,7,animal
455,361,A,2,2,HighSNR,7,animal
456,361,A,2,2,HighSNR,7,animal
457,362,A,2,2,HighSNR,7,animal
458,362,A,2,2,HighSNR,7,animal
459,362,A,2,2,HighSNR,7,animal
460,365,A,2,2,HighSNR,7,animal
461,365,A,2,2,HighSNR,7,animal
462,365,A,2,2,HighSNR,7,animal
463,365,A,2,2,HighSNR,7,animal
464,366,A,2,2,HighSNR,7,animal
465,366,A,2,2,HighSNR,7,animal
466,366,A,2,2,HighSNR,7,animal
467,367,A,2,2,HighSNR,8,animal
468,368,A,2,2,HighSNR,8,animal
469,370,A,2,2,HighSNR,8,animal
470,370,A,2,2,HighSNR,8,animal
471,370,A,2,2,HighSNR,8,animal
472,370,A,2,2,HighSNR,8,animal
473,373,A,2,2,HighSNR,8,animal
474,374,A,2,2,HighSNR,8,animal
475,374,A,2,2,HighSNR,8,animal
476,374,A,2,2,HighSNR,8,animal
477,376,A,2,2,HighSNR,8,animal
478,377,A,2,2,HighSNR,9,animal
479,377,A,2,2,HighSNR,9,animal
480,377,A,2,2,HighSNR,9,animal
481,379,A,2,2,HighSNR,9,animal
482,380,A,2,2,HighSNR,9,animal
483,381,A,2,2,HighSNR,9,animal
484,382,A,2,2,HighSNR,9,animal
485,383,A,2,2,HighSNR,9,animal
486,383,A,2,2,HighSNR,9,animal
487,383,A,2,2,HighSNR,9,animal
488,383,A,2,2,HighSNR,9,animal
489,383,A,2,2,HighSNR,9,animal
490,384,A,2,2,HighSNR,9,animal
491,384,A,2,2,HighSNR,9,animal
492,384,A,2,2,HighSNR,9,animal
493,384,A,2,2,HighSNR,9,animal
494,385,A,2,2,HighSNR,15,animal
495,386,A,2,2,HighSNR,15,animal
496,386,A,2,2,HighSNR,15,animal
497,386,A,2,2,HighSNR,15,animal
498,387,A,2,2,HighSNR,15,animal
499,387,A,2,2,HighSNR,15,animal
500,388,A,2,2,HighSNR,15,animal
501,389,A,2,2,HighSNR,15,animal
502,389,A,2,2,HighSNR,15,animal
503,389,A,2,2,HighSNR,15,animal
504,390,A,2,2,HighSNR,15,animal
505,391,A,2,2,HighSNR,15,animal
506,392,A,2,2,HighSNR,15,animal
507,393,A,2,2,HighSNR,15,animal
508,394,A,2,2,HighSNR,15,animal
509,394,A,2,2,HighSNR,15,animal
510,394,A,2,2,HighSNR,15,animal
511,395,A,2,2,HighSNR,15,animal
512,395,A,2,2,HighSNR,15,animal
513,395,A,2,2,HighSNR,15,animal
514,395,A,2,2,HighSNR,15,animal
515,395,A,2,2,HighSNR,15,animal
516,395,A,2,2,HighSNR,15,animal
517,395,A,2,2,HighSNR,15,animal
518,396,A,2,2,HighSNR,15,animal
519,397,A,2,2,HighSNR,16,animal
520,398,A,2,2,HighSNR,16,animal
521,399,A,2,2,HighSNR,16,animal
522,401,A,2,2,HighSNR,16,animal
523,401,A,2,2,HighSNR,16,animal
524,401,A,2,2,HighSNR,16,animal
525,402,A,2,2,HighSNR,16,animal
526,405,A,2,2,HighSNR,17,animal
527,408,A,2,2,HighSNR,17,animal
528,408,A,2,2,HighSNR,17,animal
529,412,A,2,2,HighSNR,18,animal
530,413,A,2,2,HighSNR,18,animal
531,414,A,2,2,HighSNR,18,animal
532,414,A,2,2,HighSNR,18,animal
533,414,A,2,2,HighSNR,18,animal
534,417,A,2,2,HighSNR,19,animal
535,419,A,2,2,HighSNR,19,animal
536,420,A,2,2,HighSNR,19,animal
537,420,A,2,2,HighSNR,19,animal
538,421,A,2,2,HighSNR,19,animal
539,421,A,2,2,HighSNR,19,animal
540,423,A,2,2,HighSNR,19,animal
541,423,A,2,2,HighSNR,19,animal
542,424,A,2,2,HighSNR,19,animal
543,424,A,2,2,HighSNR,19,animal
544,424,A,2,2,HighSNR,19,animal
545,424,A,2,2,HighSNR,19,animal
546,425,A,2,2,HighSNR,19,animal
547,425,A,2,2,HighSNR,19,animal
548,425,A,2,2,HighSNR,19,animal
549,426,A,2,2,HighSNR,19,animal
550,426,A,2,2,HighSNR,19,animal
551,426,A,2,2,HighSNR,19,animal
552,426,A,2,2,HighSNR,19,animal
553,426,A,2,2,HighSNR,19,animal
554,426,A,2,2,HighSNR,19,animal
555,426,A,2,2,HighSNR,19,animal
556,426,A,2,2,HighSNR,19,animal
557,427,A,2,2,HighSNR,19,animal
558,428,A,2,2,HighSNR,19,animal
559,428,A,2,2,HighSNR,19,animal
560,429,A,2,2,HighSNR,19,animal
561,430,A,2,2,HighSNR,19,animal
562,430,A,2,2,HighSNR,19,animal
563,430,A,2,2,HighSNR,19,animal
564,431,A,2,2,HighSNR,19,animal
565,432,A,2,2,HighSNR,19,animal
566,433,A,2,2,HighSNR,19,animal
567,434,A,2,2,HighSNR,19,animal
568,434,A,2,2,HighSNR,19,animal
569,434,A,2,2,HighSNR,19,animal
570,435,A,2,2,HighSNR,20,animal
571,435,A,2,2,HighSNR,20,animal
572,435,A,2,2,HighSNR,20,animal
573,435,A,2,2,HighSNR,20,animal
574,435,A,2,2,HighSNR,20,animal
575,436,A,2,2,HighSNR,20,animal
576,437,A,2,2,HighSNR,20,animal
577,439,A,2,2,HighSNR,21,animal
578,441,A,2,2,HighSNR,21,animal
579,441,A,2,2,HighSNR,21,animal
580,442,A,2,2,HighSNR,21,animal
581,442,A,2,2,HighSNR,21,animal
582,443,A,2,2,HighSNR,21,animal
583,444,A,2,2,HighSNR,21,animal
584,445,A,2,2,HighSNR,21,animal
585,446,A,2,2,HighSNR,21,animal
586,447,A,2,2,HighSNR,21,animal
587,447,A,2,2,HighSNR,21,animal
588,447,A,2,2,HighSNR,21,animal
589,447,A,2,2,HighSNR,21,animal
590,447,A,2,2,HighSNR,21,animal
591,448,A,2,2,HighSNR,21,animal
592,449,A,2,2,HighSNR,21,animal
593,449,A,2,2,HighSNR,21,animal
594,451,A,2,2,HighSNR,21,animal
595,451,A,2,2,HighSNR,21,animal
596,451,A,2,2,HighSNR,21,animal
597,452,A,2,2,HighSNR,21,animal
598,453,A,2,2,HighSNR,21,animal
599,453,A,2,2,HighSNR,21,animal
600,453,A,2,2,HighSNR,21,animal
601,453,A,2,2,HighSNR,21,animal
602,453,A,2,2,HighSNR,21,animal
603,456,A,2,2,HighSNR,22,animal
604,457,A,2,2,HighSNR,23,animal
605,457,A,2,2,HighSNR,23,animal
606,457,A,2,2,HighSNR,23,animal
607,457,A,2,2,HighSNR,23,animal
608,457,A,2,2,HighSNR,23,animal
609,457,A,2,2,HighSNR,23,animal
610,457,A,2,2,HighSNR,23,animal
611,461,A,3,3,HighSNR,6,animal
612,461,A,3,3,HighSNR,6,animal
613,461,A,3,3,HighSNR,6,animal
614,461,A,3,3,HighSNR,6,animal
615,462,A,3,3,HighSNR,6,animal
616,462,A,3,3,HighSNR,6,animal
617,466,A,3,3,HighSNR,6,animal
618,467,A,3,3,HighSNR,6,animal
619,467,A,3,3,HighSNR,6,animal
620,470,A,3,3,HighSNR,6,animal
621,472,A,3,3,HighSNR,6,animal
622,479,A,3,3,HighSNR,6,animal
623,479,A,3,3,HighSNR,6,animal
624,479,A,3,3,HighSNR,6,animal
625,481,A,3,3,HighSNR,6,animal
626,485,A,3,3,HighSNR,6,animal
627,485,A,3,3,HighSNR,6,animal
628,486,A,3,3,HighSNR,6,animal
629,503,A,3,3,HighSNR,7,animal
630,503,A,3,3,HighSNR,7,animal
631,503,A,3,3,HighSNR,7,animal
632,513,A,3,3,HighSNR,7,animal
633,513,A,3,3,HighSNR,7,animal
634,513,A,3,3,HighSNR,7,animal
635,513,A,3,3,HighSNR,7,animal
636,513,A,3,3,HighSNR,7,animal
637,518,A,3,3,HighSNR,7,animal
638,518,A,3,3,HighSNR,7,animal
639,520,A,3,3,HighSNR,7,animal
640,520,A,3,3,HighSNR,7,animal
641,520,A,3,3,HighSNR,7,animal
642,520,A,3,3,HighSNR,7,animal
643,520,A,3,3,HighSNR,7,animal
644,520,A,3,3,HighSNR,7,animal
645,520,A,3,3,HighSNR,7,animal
646,520,A,3,3,HighSNR,7,animal
647,523,A,3,3,HighSNR,7,animal
648,523,A,3,3,HighSNR,7,animal
649,524,A,3,3,HighSNR,7,animal
650,524,A,3,3,HighSNR,7,animal
651,524,A,3,3,HighSNR,7,animal
652,525,A,3,3,HighSNR,7,animal
653,533,A,3,3,HighSNR,7,animal
654,535,A,3,3,HighSNR,7,animal
655,535,A,3,3,HighSNR,7,animal
656,539,A,3,3,HighSNR,7,animal
657,539,A,3,3,HighSNR,7,animal
658,539,A,3,3,HighSNR,7,animal
659,549,A,3,3,HighSNR,7,animal
660,549,A,3,3,HighSNR,7,animal
661,553,A,3,3,HighSNR,7,animal
